legenda;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados;dados
queda_tras;0.005;-9.96;1.053;10.015;-0.115;-9.826;1.044;9.882;0.091;-9.716;1.092;9.777;-0.034;-9.955;0.939;9.999;-0.115;-9.816;0.871;9.856;-0.445;-10.06;0.804;10.102;-0.211;-10.209;0.757;10.239;-0.129;-9.955;0.833;9.991;0.077;-9.926;1.015;9.978;-0.35;-8.882;1.657;9.042;-0.388;-8.782;1.676;8.949;2.136;-9.318;4.324;10.492;2.346;-5.234;5.071;7.656;1.887;-2.27;1.973;3.55;-10.089;21.371;27.409;36.19;2.27;1.231;1.786;3.139;0.235;4.468;10.132;11.076;0.733;1.13;9.189;9.287;0.651;2.193;9.443;9.716;0.23;1.906;9.103;9.303;0.532;1.853;9.337;9.534;0.474;1.82;9.395;9.581;0.388;1.906;9.491;9.688;0.603;1.891;9.337;9.546;0.431;1.834;9.371;9.558;0.431;1.834;9.371;9.558;0.431;1.834;9.371;9.558;0.431;1.834;9.371;9.558;0.431;1.834;9.371;9.558;0.431;1.834;9.371;9.558;0.431;1.834;9.371;9.558;0.431;1.834;9.371;9.558;0.431;1.834;9.371;9.558;0.431;1.834;9.371;9.558;0.431;1.834;9.371;9.558;0.431;1.834;9.371;9.558;0.431;1.834;9.371;9.558;0.431;1.834;9.371;9.558;0.431;1.834;9.371;9.558;0.431;1.834;9.371;9.558;0.431;1.834;9.371;9.558;0.431;1.834;9.371;9.558;0.431;1.834;9.371;9.558;0.431;1.834;9.371;9.558;0.431;1.834;9.371;9.558;0.431;1.834;9.371;9.558;0.431;1.834;9.371;9.558;0.431;1.834;9.371;9.558;0.431;1.834;9.371;9.558
queda_tras;1.264;-9.553;1.805;9.804;1.283;-9.471;1.575;9.687;1.245;-9.553;1.743;9.79;1.12;-9.515;1.805;9.749;1.168;-9.457;1.805;9.698;1.149;-9.572;1.8;9.807;1.389;-9.62;2.14;9.952;1.207;-8.969;1.925;9.252;1.082;-9.151;2.222;9.478;2.069;-9.088;3.299;9.888;1.47;-8.097;3.764;9.049;2.404;-6.637;5.612;9.018;0.402;0.685;5.085;5.147;-18.474;0.493;37.972;42.23;-3.692;9.926;1.317;10.672;2.437;4.401;9.108;10.404;-3.859;3.314;9.275;10.578;0.551;3.73;9.424;10.15;-0.01;2.136;9.366;9.607;-0.321;2.198;9.495;9.752;-0.139;2.437;9.357;9.67;0.081;2.385;9.404;9.702;-0.153;2.136;9.261;9.505;-0.187;2.222;9.246;9.511;-0.163;2.38;9.433;9.73;-0.163;2.38;9.433;9.73;-0.163;2.38;9.433;9.73;-0.163;2.38;9.433;9.73;-0.163;2.38;9.433;9.73;-0.163;2.38;9.433;9.73;-0.163;2.38;9.433;9.73;-0.163;2.38;9.433;9.73;-0.163;2.38;9.433;9.73;-0.163;2.38;9.433;9.73;-0.163;2.38;9.433;9.73;-0.163;2.38;9.433;9.73;-0.163;2.38;9.433;9.73;-0.163;2.38;9.433;9.73;-0.163;2.38;9.433;9.73;-0.163;2.38;9.433;9.73;-0.163;2.38;9.433;9.73;-0.163;2.38;9.433;9.73;-0.163;2.38;9.433;9.73;-0.163;2.38;9.433;9.73;-0.163;2.38;9.433;9.73;-0.163;2.38;9.433;9.73;-0.163;2.38;9.433;9.73;-0.163;2.38;9.433;9.73;-0.163;2.38;9.433;9.73
queda_tras;1.336;-9.582;1.374;9.771;1.322;-9.711;1.551;9.922;1.221;-9.486;1.571;9.692;1.269;-9.515;1.547;9.723;1.604;-9.448;1.379;9.681;1.441;-9.39;2.538;9.833;0.996;-7.853;2.097;8.189;1.346;-9.218;3.931;10.111;2.476;-9.615;5.306;11.257;1.954;-4.889;5.066;7.306;0.163;-1.705;5.42;5.685;-7.049;-3.438;8.911;11.871;-2.749;4.463;-0.646;5.281;-1.221;7.896;7.259;10.795;-2.634;-6.565;10.803;12.912;-0.704;2.04;7.824;8.116;-1.211;3.031;9.012;9.585;-1.475;2.634;9.5;9.968;-1.556;2.696;9.395;9.897;-1.465;2.619;9.098;9.58;-1.561;2.662;9.141;9.648;-1.561;2.61;9.227;9.715;-1.561;2.61;9.227;9.715;-1.561;2.61;9.227;9.715;-1.561;2.61;9.227;9.715;-1.561;2.61;9.227;9.715;-1.561;2.61;9.227;9.715;-1.561;2.61;9.227;9.715;-1.561;2.61;9.227;9.715;-1.561;2.61;9.227;9.715;-1.561;2.61;9.227;9.715;-1.561;2.61;9.227;9.715;-1.561;2.61;9.227;9.715;-1.561;2.61;9.227;9.715;-1.561;2.61;9.227;9.715;-1.561;2.61;9.227;9.715;-1.561;2.61;9.227;9.715;-1.561;2.61;9.227;9.715;-1.561;2.61;9.227;9.715;-1.561;2.61;9.227;9.715;-1.561;2.61;9.227;9.715;-1.561;2.61;9.227;9.715;-1.561;2.61;9.227;9.715;-1.561;2.61;9.227;9.715;-1.561;2.61;9.227;9.715;-1.561;2.61;9.227;9.715;-1.561;2.61;9.227;9.715;-1.561;2.61;9.227;9.715;-1.561;2.61;9.227;9.715
queda_tras;1.365;-9.409;1.642;9.648;1.403;-9.4;1.561;9.631;1.326;-9.304;1.48;9.514;1.355;-9.342;1.504;9.559;1.35;-9.629;1.561;9.848;1.346;-9.634;1.604;9.859;1.331;-9.558;1.633;9.787;1.274;-9.606;1.523;9.809;1.231;-9.481;1.47;9.673;1.269;-9.625;1.446;9.815;1.283;-9.649;1.484;9.846;1.384;-9.577;1.642;9.815;1.398;-9.462;1.547;9.689;1.259;-9.337;1.494;9.54;1.369;-9.481;1.671;9.724;1.341;-9.61;1.595;9.834;1.408;-9.323;1.575;9.559;1.413;-9.342;1.47;9.562;1.369;-9.481;1.566;9.707;1.312;-9.62;1.662;9.85;1.374;-9.529;1.599;9.759;1.317;-9.342;1.432;9.543;1.365;-9.275;1.537;9.5;1.379;-9.266;1.7;9.521;1.465;-9.409;1.844;9.699;1.499;-9.38;1.595;9.632;1.504;-9.366;1.729;9.642;1.456;-9.337;1.767;9.614;1.36;-9.601;1.796;9.861;1.398;-9.711;1.772;9.97;1.341;-9.682;1.609;9.906;1.408;-9.625;1.657;9.867;1.326;-9.692;1.657;9.921;1.317;-9.673;1.666;9.903;1.259;-9.697;1.762;9.935;1.456;-9.792;1.575;10.024;1.518;-9.749;1.518;9.983;1.465;-9.658;1.456;9.877;1.408;-9.673;1.504;9.889;1.269;-9.567;1.437;9.757;1.255;-9.376;1.393;9.561;1.35;-9.419;1.36;9.612;1.369;-9.433;1.413;9.636;1.322;-9.457;1.255;9.631;1.302;-9.529;1.279;9.702;1.279;-9.491;1.312;9.666;1.384;-9.462;1.398;9.664;1.441;-9.457;1.369;9.664;1.609;-9.419;1.528;9.677
queda_tras;0.417;-9.644;1.403;9.754;0.187;-9.692;1.417;9.797;0.225;-9.567;1.259;9.652;0.283;-9.529;1.547;9.658;0.182;-9.673;1.556;9.799;0.656;-9.725;1.542;9.869;0.522;-9.443;2.413;9.76;0.848;-8.892;1.872;9.126;0.824;-8.978;2.193;9.279;-0.546;-7.767;2.629;8.218;1.221;-3.687;5.076;6.391;-0.335;-2.002;1.446;2.492;-0.603;-14.02;7.69;16.002;-1.393;7.312;3.883;8.396;0.819;-1.829;10.439;10.629;0.306;0.781;8.887;8.927;0.072;1.642;9.859;9.995;-1.331;1.638;9.792;10.017;-0.915;1.456;9.452;9.607;-0.814;1.532;9.529;9.686;-0.862;1.374;9.404;9.543;-0.862;1.374;9.404;9.543;-0.862;1.374;9.404;9.543;-0.862;1.374;9.404;9.543;-0.862;1.374;9.404;9.543;-0.862;1.374;9.404;9.543;-0.862;1.374;9.404;9.543;-0.862;1.374;9.404;9.543;-0.862;1.374;9.404;9.543;-0.862;1.374;9.404;9.543;-0.862;1.374;9.404;9.543;-0.862;1.374;9.404;9.543;-0.862;1.374;9.404;9.543;-0.862;1.374;9.404;9.543;-0.862;1.374;9.404;9.543;-0.862;1.374;9.404;9.543;-0.862;1.374;9.404;9.543;-0.862;1.374;9.404;9.543;-0.862;1.374;9.404;9.543;-0.862;1.374;9.404;9.543;-0.862;1.374;9.404;9.543;-0.862;1.374;9.404;9.543;-0.862;1.374;9.404;9.543;-0.862;1.374;9.404;9.543;-0.862;1.374;9.404;9.543;-0.862;1.374;9.404;9.543;-0.862;1.374;9.404;9.543;-0.862;1.374;9.404;9.543;-0.862;1.374;9.404;9.543
queda_tras;1.216;-9.615;1.465;9.802;1.259;-9.28;1.408;9.47;1.216;-9.385;1.571;9.593;1.393;-9.562;1.422;9.768;1.417;-9.448;1.709;9.705;1.748;-9.51;2.241;9.925;1.504;-8.571;1.733;8.873;1.341;-8.179;3.237;8.897;1.844;-5.277;4.18;6.98;2.753;-2.284;3.749;5.182;3.917;-1.858;13.254;13.945;22.448;-8.294;-7.422;25.056;7.317;6.469;2.863;10.178;3.591;3.17;7.676;9.048;5.521;2.025;7.154;9.261;6.258;3.227;7.025;9.946;6.019;2.816;7.537;10.048;5.478;3.021;7.389;9.681;5.564;2.907;7.283;9.615;5.344;2.84;7.264;9.454;5.674;2.887;7.451;9.8;5.502;2.796;7.254;9.525;6.053;2.116;7.513;9.877;5.468;3.505;6.977;9.532;5.851;2.878;7.14;9.669;5.794;2.749;7.058;9.536;5.837;2.758;7.187;9.661;5.76;2.806;7.111;9.572;5.861;2.677;7.465;9.861;5.861;2.677;7.465;9.861;5.861;2.677;7.465;9.861;5.861;2.677;7.465;9.861;5.861;2.677;7.465;9.861;5.861;2.677;7.465;9.861;5.861;2.677;7.465;9.861;5.861;2.677;7.465;9.861;5.861;2.677;7.465;9.861;5.861;2.677;7.465;9.861;5.861;2.677;7.465;9.861;5.861;2.677;7.465;9.861;5.861;2.677;7.465;9.861;5.861;2.677;7.465;9.861;5.861;2.677;7.465;9.861;5.861;2.677;7.465;9.861;5.861;2.677;7.465;9.861;5.861;2.677;7.465;9.861;5.861;2.677;7.465;9.861;5.861;2.677;7.465;9.861;5.861;2.677;7.465;9.861
queda_tras;2.332;-9.227;2.217;9.772;2.207;-9.127;2.054;9.612;2.495;-9.232;2.222;9.818;2.318;-9.256;1.829;9.715;2.552;-8.83;1.551;9.321;2.969;-8.313;2.093;9.072;1.748;-9.199;3.366;9.95;1.911;-6.278;4.52;7.968;0.124;-2.591;4.903;5.547;-5.832;-2.677;13.527;14.972;-7.202;6.086;1.173;9.502;1.82;7.001;4.951;8.766;-0.991;-1.867;14.82;14.97;-2.155;1.599;9.893;10.25;-0.359;1.173;9.313;9.394;-0.809;0.934;9.725;9.803;-0.867;1.025;9.629;9.723;-0.8;0.9;9.29;9.367;-0.781;1.039;9.759;9.845;-0.852;1.283;9.543;9.667;-0.828;1.537;9.567;9.725;-0.876;1.178;9.601;9.712;-0.857;0.972;9.538;9.626;-0.857;0.972;9.538;9.626;-0.857;0.972;9.538;9.626;-0.857;0.972;9.538;9.626;-0.857;0.972;9.538;9.626;-0.857;0.972;9.538;9.626;-0.857;0.972;9.538;9.626;-0.857;0.972;9.538;9.626;-0.857;0.972;9.538;9.626;-0.857;0.972;9.538;9.626;-0.857;0.972;9.538;9.626;-0.857;0.972;9.538;9.626;-0.857;0.972;9.538;9.626;-0.857;0.972;9.538;9.626;-0.857;0.972;9.538;9.626;-0.857;0.972;9.538;9.626;-0.857;0.972;9.538;9.626;-0.857;0.972;9.538;9.626;-0.857;0.972;9.538;9.626;-0.857;0.972;9.538;9.626;-0.857;0.972;9.538;9.626;-0.857;0.972;9.538;9.626;-0.857;0.972;9.538;9.626;-0.857;0.972;9.538;9.626;-0.857;0.972;9.538;9.626;-0.857;0.972;9.538;9.626;-0.857;0.972;9.538;9.626
queda_tras;1.322;-9.131;1.571;9.359;1.168;-8.911;1.48;9.108;1.12;-9.4;1.566;9.595;1.891;-9.342;1.724;9.686;1.575;-9.596;1.853;9.899;1.901;-9.251;1.633;9.585;1.671;-8.873;1.542;9.16;0.124;-8.155;2.648;8.575;1.599;-3.644;4.463;5.979;0.005;-1.283;4.041;4.24;-26.767;6.943;38.527;47.424;-2.543;6.369;2.677;7.361;-0.546;5.42;9.112;10.617;-2.84;0.56;8.83;9.292;-2.298;2.586;8.825;9.479;-1.772;1.686;9.141;9.463;-2.035;1.992;9.294;9.721;-2.15;2.298;9.285;9.804;-2.15;2.298;9.285;9.804;-2.15;2.298;9.285;9.804;-2.15;2.298;9.285;9.804;-2.15;2.298;9.285;9.804;-2.15;2.298;9.285;9.804;-2.15;2.298;9.285;9.804;-2.15;2.298;9.285;9.804;-2.15;2.298;9.285;9.804;-2.15;2.298;9.285;9.804;-2.15;2.298;9.285;9.804;-2.15;2.298;9.285;9.804;-2.15;2.298;9.285;9.804;-2.15;2.298;9.285;9.804;-2.15;2.298;9.285;9.804;-2.15;2.298;9.285;9.804;-2.15;2.298;9.285;9.804;-2.15;2.298;9.285;9.804;-2.15;2.298;9.285;9.804;-2.15;2.298;9.285;9.804;-2.15;2.298;9.285;9.804;-2.15;2.298;9.285;9.804;-2.15;2.298;9.285;9.804;-2.15;2.298;9.285;9.804;-2.15;2.298;9.285;9.804;-2.15;2.298;9.285;9.804;-2.15;2.298;9.285;9.804;-2.15;2.298;9.285;9.804;-2.15;2.298;9.285;9.804;-2.15;2.298;9.285;9.804;-2.15;2.298;9.285;9.804;-2.15;2.298;9.285;9.804
queda_tras;1.346;-9.357;1.915;9.645;1.322;-9.313;1.915;9.6;1.408;-9.261;1.949;9.568;1.551;-9.409;2.284;9.806;1.508;-8.71;2.236;9.118;1.762;-9.17;3.28;9.897;2.251;-6.962;2.356;7.687;3.328;-7.456;4.654;9.398;2.806;-5.416;4.707;7.704;2.552;2.059;3.333;4.676;33.188;17.866;7.547;38.44;5.732;7.59;0.057;9.511;2.27;5.32;6.483;8.688;7.221;-4.444;14.016;16.381;6.771;2.825;8.452;11.192;4.65;2.672;7.829;9.49;4.42;2.796;7.796;9.387;4.894;3.084;7.834;9.738;4.812;2.796;7.891;9.657;4.391;2.581;7.724;9.252;4.678;3.677;7.906;9.895;4.831;2.61;7.901;9.622;4.812;2.653;8.064;9.758;4.812;2.653;8.064;9.758;4.812;2.653;8.064;9.758;4.812;2.653;8.064;9.758;4.812;2.653;8.064;9.758;4.812;2.653;8.064;9.758;4.812;2.653;8.064;9.758;4.812;2.653;8.064;9.758;4.812;2.653;8.064;9.758;4.812;2.653;8.064;9.758;4.812;2.653;8.064;9.758;4.812;2.653;8.064;9.758;4.812;2.653;8.064;9.758;4.812;2.653;8.064;9.758;4.812;2.653;8.064;9.758;4.812;2.653;8.064;9.758;4.812;2.653;8.064;9.758;4.812;2.653;8.064;9.758;4.812;2.653;8.064;9.758;4.812;2.653;8.064;9.758;4.812;2.653;8.064;9.758;4.812;2.653;8.064;9.758;4.812;2.653;8.064;9.758;4.812;2.653;8.064;9.758;4.812;2.653;8.064;9.758;4.812;2.653;8.064;9.758;4.812;2.653;8.064;9.758
queda_tras;1.116;-9.433;1.982;9.704;1.173;-9.658;2.049;9.943;1.13;-9.385;2.059;9.675;1.815;-9.012;2.27;9.469;1.46;-8.581;2.294;9.001;1.547;-8.159;3.007;8.832;2.002;-8.049;5.334;9.862;0.335;-3.792;5.521;6.706;0.527;-0.895;2.825;3.01;-14.93;9.797;21.203;27.721;-3.021;3.381;5.373;7.03;1.226;-2.629;14.336;14.627;-2.308;-1.944;9.687;10.146;0.479;2.03;8.873;9.115;-0.005;1.101;9.62;9.683;-0.565;1.039;9.677;9.749;-0.072;1.106;9.677;9.741;-0.211;1.154;9.538;9.61;-0.211;1.154;9.538;9.61;-0.211;1.154;9.538;9.61;-0.211;1.154;9.538;9.61;-0.211;1.154;9.538;9.61;-0.211;1.154;9.538;9.61;-0.211;1.154;9.538;9.61;-0.211;1.154;9.538;9.61;-0.211;1.154;9.538;9.61;-0.211;1.154;9.538;9.61;-0.211;1.154;9.538;9.61;-0.211;1.154;9.538;9.61;-0.211;1.154;9.538;9.61;-0.211;1.154;9.538;9.61;-0.211;1.154;9.538;9.61;-0.211;1.154;9.538;9.61;-0.211;1.154;9.538;9.61;-0.211;1.154;9.538;9.61;-0.211;1.154;9.538;9.61;-0.211;1.154;9.538;9.61;-0.211;1.154;9.538;9.61;-0.211;1.154;9.538;9.61;-0.211;1.154;9.538;9.61;-0.211;1.154;9.538;9.61;-0.211;1.154;9.538;9.61;-0.211;1.154;9.538;9.61;-0.211;1.154;9.538;9.61;-0.211;1.154;9.538;9.61;-0.211;1.154;9.538;9.61;-0.211;1.154;9.538;9.61;-0.211;1.154;9.538;9.61;-0.211;1.154;9.538;9.61
queda_tras;0.996;-9.529;1.858;9.759;1.087;-9.529;1.939;9.785;1.159;-9.572;1.8;9.809;1.279;-9.682;1.891;9.948;1.14;-9.759;1.772;9.984;1.173;-9.538;1.786;9.775;0.986;-9.419;1.575;9.6;0.776;-9.471;1.595;9.636;0.814;-9.491;1.781;9.691;0.871;-9.424;1.681;9.612;0.91;-9.385;1.863;9.611;0.915;-9.591;1.958;9.832;1.082;-9.62;1.834;9.853;1.14;-9.486;1.786;9.72;0.886;-9.586;1.551;9.751;0.924;-9.735;1.738;9.932;1.097;-9.764;1.738;9.978;1.111;-9.711;1.575;9.9;1.097;-9.725;1.657;9.926;1.006;-9.529;1.729;9.737;0.977;-9.29;1.69;9.492;1.053;-9.112;1.628;9.316;1.097;-9.036;1.743;9.267;1.02;-8.801;1.724;9.026;1.302;-9.39;1.887;9.666;1.25;-9.711;1.987;9.991;1.164;-9.898;2.021;10.169;1.077;-9.874;1.863;10.105;1.077;-9.558;1.896;9.803;1.183;-9.285;1.709;9.515;1.144;-9.328;1.872;9.582;1.144;-9.395;1.733;9.622;1.149;-9.634;1.705;9.851;0.943;-9.682;1.714;9.878;0.785;-9.697;1.729;9.881;0.862;-9.831;1.772;10.026;0.804;-9.816;1.834;10.018;0.929;-9.764;1.762;9.965;0.934;-9.553;1.738;9.755;1.12;-9.371;1.796;9.607;1.14;-9.261;1.714;9.487;1.192;-9.227;1.671;9.453;1.183;-9.448;1.877;9.705;1.12;-9.5;1.824;9.738;1.02;-9.625;1.978;9.879;0.953;-9.687;1.997;9.936;1.116;-9.73;1.958;9.988;1.149;-9.807;1.848;10.045;1.077;-9.582;1.724;9.795
queda_tras;1.221;-9.697;1.417;9.875;1.207;-9.577;1.341;9.745;1.245;-9.596;1.269;9.759;1.077;-9.505;1.365;9.663;1.259;-9.357;1.465;9.554;1.566;-9.136;1.743;9.432;2.088;-9.026;2.15;9.511;0.771;-6.675;1.556;6.897;5.219;-6.685;7.029;11.015;2.806;-1.101;4.855;5.715;44.053;11.971;40.28;60.881;5.186;9.117;-2.069;10.691;2.729;8.021;5.488;10.094;6.378;1.571;7.537;9.998;5.296;2.768;7.954;9.948;5.507;3.385;7.599;9.977;5.013;2.892;7.829;9.736;5.406;2.993;7.537;9.746;5.262;2.887;7.475;9.587;5.444;2.179;7.709;9.686;4.587;1.561;7.542;8.964;5.808;2.121;7.757;9.92;5.425;2.423;7.518;9.582;5.497;2.452;7.503;9.619;5.468;2.423;7.46;9.562;5.468;2.423;7.46;9.562;5.468;2.423;7.46;9.562;5.468;2.423;7.46;9.562;5.468;2.423;7.46;9.562;5.468;2.423;7.46;9.562;5.468;2.423;7.46;9.562;5.468;2.423;7.46;9.562;5.468;2.423;7.46;9.562;5.468;2.423;7.46;9.562;5.468;2.423;7.46;9.562;5.468;2.423;7.46;9.562;5.468;2.423;7.46;9.562;5.468;2.423;7.46;9.562;5.468;2.423;7.46;9.562;5.468;2.423;7.46;9.562;5.468;2.423;7.46;9.562;5.468;2.423;7.46;9.562;5.468;2.423;7.46;9.562;5.468;2.423;7.46;9.562;5.468;2.423;7.46;9.562;5.468;2.423;7.46;9.562;5.468;2.423;7.46;9.562;5.468;2.423;7.46;9.562;5.468;2.423;7.46;9.562
queda_tras;-0.101;-9.586;2.126;9.82;-0.148;-9.385;2.035;9.605;-0.172;-9.548;2.169;9.793;-0.057;-9.591;2.227;9.846;-0.225;-9.586;2.227;9.844;0.187;-9.39;2.404;9.695;0.067;-9.213;2.591;9.57;0.455;-8.418;2.442;8.777;-0.134;-9.141;3.443;9.769;2.413;-1.609;2.04;3.546;6.354;0.441;3.299;7.173;20.739;9.409;-0.733;22.785;-0.666;7.853;-3.62;8.673;10.453;6.551;6.033;13.732;9.06;2.442;5.813;11.038;6.651;2.95;5.2;8.943;6.483;3.706;5.2;9.1;6.732;3.338;5.612;9.379;6.728;3.237;6.086;9.632;6.675;3.309;6.148;9.659;6.598;3.285;6.268;9.676;6.756;2.476;6.431;9.651;7.106;2.715;6.201;9.814;6.79;3.05;6.072;9.606;6.325;2.978;6.493;9.542;6.498;2.935;6.369;9.56;6.46;2.892;6.512;9.618;6.46;2.892;6.512;9.618;6.46;2.892;6.512;9.618;6.46;2.892;6.512;9.618;6.46;2.892;6.512;9.618;6.46;2.892;6.512;9.618;6.46;2.892;6.512;9.618;6.46;2.892;6.512;9.618;6.46;2.892;6.512;9.618;6.46;2.892;6.512;9.618;6.46;2.892;6.512;9.618;6.46;2.892;6.512;9.618;6.46;2.892;6.512;9.618;6.46;2.892;6.512;9.618;6.46;2.892;6.512;9.618;6.46;2.892;6.512;9.618;6.46;2.892;6.512;9.618;6.46;2.892;6.512;9.618;6.46;2.892;6.512;9.618;6.46;2.892;6.512;9.618;6.46;2.892;6.512;9.618;6.46;2.892;6.512;9.618;6.46;2.892;6.512;9.618
queda_tras;1.245;-9.634;1.528;9.834;0.996;-9.567;1.642;9.758;1.202;-9.328;1.489;9.522;1.221;-9.577;1.35;9.748;1.149;-9.548;1.245;9.697;1.389;-9.572;1.408;9.774;1.542;-9.917;1.508;10.149;1.566;-9.323;2.418;9.758;1.322;-8.116;3.065;8.776;2.246;-8.748;5.052;10.349;0.646;-2.543;5.947;6.5;-1.935;-3.462;4.717;6.162;-3.572;7.068;4.606;9.161;1.805;8.222;4.171;9.394;5.751;0.148;13.446;14.625;-2.198;-1.207;8.959;9.303;2.025;1.504;7.858;8.253;1.178;1.508;9.28;9.475;1.293;1.231;9.433;9.601;1.365;1.302;9.213;9.404;1.24;1.355;9.323;9.502;1.173;2.04;9.246;9.541;1.135;1.59;9.476;9.675;1.14;1.561;9.404;9.601;1.14;1.561;9.404;9.601;1.14;1.561;9.404;9.601;1.14;1.561;9.404;9.601;1.14;1.561;9.404;9.601;1.14;1.561;9.404;9.601;1.14;1.561;9.404;9.601;1.14;1.561;9.404;9.601;1.14;1.561;9.404;9.601;1.14;1.561;9.404;9.601;1.14;1.561;9.404;9.601;1.14;1.561;9.404;9.601;1.14;1.561;9.404;9.601;1.14;1.561;9.404;9.601;1.14;1.561;9.404;9.601;1.14;1.561;9.404;9.601;1.14;1.561;9.404;9.601;1.14;1.561;9.404;9.601;1.14;1.561;9.404;9.601;1.14;1.561;9.404;9.601;1.14;1.561;9.404;9.601;1.14;1.561;9.404;9.601;1.14;1.561;9.404;9.601;1.14;1.561;9.404;9.601;1.14;1.561;9.404;9.601;1.14;1.561;9.404;9.601
queda_tras;1.36;-9.438;1.494;9.652;1.336;-9.424;1.537;9.641;1.063;-9.658;1.633;9.853;1.331;-9.505;1.638;9.736;1.097;-9.558;1.542;9.743;1.441;-9.337;1.666;9.594;1.753;-9.069;2.069;9.466;1.451;-7.915;2.088;8.314;1.47;-8.327;3.548;9.17;1.188;-6.493;7.901;10.295;1.393;-2.251;4.492;5.213;-13.853;-0.723;17.473;22.31;-3.376;3.601;1.657;5.206;-0.249;8.135;5.08;9.595;0.455;-1.451;17.123;17.191;0.091;2.303;10.769;11.013;-0.321;2.361;8.854;9.169;-0.488;2.433;9.716;10.027;-0.493;2.428;10.161;10.459;-0.364;2.102;9.984;10.209;-0.45;2.207;9.424;9.689;-0.311;2.413;9.103;9.422;-0.235;2.461;8.954;9.289;-0.335;2.351;8.835;9.148;-0.594;2.16;9.021;9.295;-0.555;2.131;9.313;9.57;-0.522;2.069;9.299;9.541;-0.488;1.973;9.462;9.678;-0.378;2.265;9.337;9.616;-0.196;2.116;9.663;9.894;0.091;1.992;9.596;9.801;-0.038;1.8;9.869;10.032;-0.263;1.628;9.203;9.35;-0.062;2.217;9.184;9.448;-0.239;2.236;9.175;9.446;-0.297;2.251;9.352;9.623;-0.306;2.313;9.467;9.75;-0.23;1.839;9.409;9.59;-0.239;2.409;9.505;9.808;-0.211;2.298;9.385;9.665;-0.359;2.14;9.299;9.549;-0.378;2.207;9.352;9.616;-0.35;2.126;9.457;9.699;-0.297;2.064;9.424;9.651;-0.345;2.059;9.371;9.601;-0.335;2.069;9.376;9.607;-0.373;2.16;9.29;9.545;-0.273;1.867;9.313;9.503;-0.34;2.188;9.476;9.732
queda_tras;1.978;-9.404;1.475;9.723;1.738;-9.419;1.211;9.654;1.46;-9.438;1.269;9.634;0.373;-10.065;1.164;10.139;-0.024;-9.184;1.279;9.273;-0.134;-9.538;1.561;9.666;0.742;-9.495;2.049;9.742;-0.072;-8.581;2.14;8.844;-0.168;-8.207;3.721;9.013;-1.341;-2.346;6.311;6.865;-3.816;-1.906;3.668;5.626;6.124;4.113;14.509;16.277;-2.361;8.04;2.452;8.73;-1.504;4.008;10.319;11.172;-2.069;1.403;10.635;10.925;-2.073;2.227;9.912;10.368;-1.609;1.312;9.29;9.519;-1.135;2.093;9.529;9.822;-1.456;1.508;9.409;9.64;-1.35;1.369;8.964;9.168;-1.25;2.054;9.697;9.99;-1.523;2.265;9.366;9.756;0.168;2.677;8.873;9.269;-1.58;1.618;9.313;9.584;-1.264;2.442;9.328;9.725;-1.647;1.762;9.232;9.542;-1.518;1.925;9.361;9.677;-1.58;1.93;9.347;9.674;-1.58;1.93;9.347;9.674;-1.58;1.93;9.347;9.674;-1.58;1.93;9.347;9.674;-1.58;1.93;9.347;9.674;-1.58;1.93;9.347;9.674;-1.58;1.93;9.347;9.674;-1.58;1.93;9.347;9.674;-1.58;1.93;9.347;9.674;-1.58;1.93;9.347;9.674;-1.58;1.93;9.347;9.674;-1.58;1.93;9.347;9.674;-1.58;1.93;9.347;9.674;-1.58;1.93;9.347;9.674;-1.58;1.93;9.347;9.674;-1.58;1.93;9.347;9.674;-1.58;1.93;9.347;9.674;-1.58;1.93;9.347;9.674;-1.58;1.93;9.347;9.674;-1.58;1.93;9.347;9.674;-1.58;1.93;9.347;9.674;-1.58;1.93;9.347;9.674
